student_id,week,avg_submission_delay,quiz_score,attendance_pct,study_sessions,deadline_load,burnout_risk
53,9,0.34,75.42,90.0,5,2,0
53,10,0.52,81.24,90.53,6,1,0
53,11,0.67,71.28,95.42,4,2,0
53,12,0.34,76.9,93.45,6,3,0
54,1,1.21,67.74,93.37,2,2,1
54,2,2.02,66.4,100.0,3,2,1
54,3,1.8,68.59,100.0,3,2,1
54,4,2.06,61.25,100.0,1,3,1
54,5,2.18,67.16,94.77,3,1,1
54,6,2.8,66.56,100.0,3,1,1
54,7,3.03,63.9,97.14,3,1,1
54,8,2.51,62.67,93.71,2,3,1
54,9,2.59,59.37,88.2,2,3,1
54,10,2.91,53.59,93.93,3,2,1
54,11,2.65,64.23,88.57,1,1,1
54,12,2.78,64.75,100.0,2,1,1
55,1,0.53,71.07,94.97,5,1,0
55,2,0.49,67.49,96.98,5,1,0
55,3,0.34,67.1,94.69,4,3,0
55,4,0.51,72.17,90.91,4,2,0
55,5,0.49,65.85,93.87,5,3,0
55,6,1.01,68.27,95.02,5,3,0
55,7,0.29,78.23,96.81,4,1,0
55,8,0.51,71.64,98.07,4,1,0
55,9,0.83,71.63,95.21,4,1,0
55,10,0.48,67.9,95.24,5,1,0
55,11,0.23,68.61,95.36,5,1,0
55,12,0.37,77.72,100.0,5,1,0
56,1,1.86,80.82,100.0,3,2,1
56,2,2.71,75.23,98.58,2,2,1
56,3,1.89,68.41,87.32,1,3,1
56,4,1.75,67.09,85.92,2,3,1
56,5,1.99,65.81,89.61,1,1,1
56,6,2.76,73.0,96.95,2,2,1
56,7,3.3,68.47,87.89,2,2,1
56,8,2.94,77.19,86.75,2,1,1
56,9,2.9,64.24,91.06,2,3,1
56,10,2.55,67.0,82.41,2,1,1
56,11,2.84,68.14,84.21,1,2,1
56,12,2.48,65.0,88.18,3,2,1
57,1,0.28,75.36,93.49,6,2,0
57,2,1.05,66.59,88.26,4,3,0
57,3,0.96,72.87,89.33,4,1,0
57,4,0.14,72.69,92.19,6,3,0
57,5,0.71,66.47,87.92,5,2,0
57,6,0.84,68.77,94.3,6,2,0
57,7,1.08,70.39,85.25,5,3,0
57,8,0.67,67.97,87.6,6,1,0
57,9,0.6,72.43,91.21,5,3,0
57,10,0.71,67.94,92.33,5,1,0
57,11,0.53,60.36,90.87,5,1,0
57,12,0.01,75.62,93.88,5,3,0
58,1,1.9,71.44,83.66,3,2,1
58,2,1.18,81.91,86.06,1,2,1
58,3,1.75,72.97,86.82,1,2,1
58,4,1.35,74.35,83.88,2,1,1
58,5,1.49,73.49,82.95,1,1,1
58,6,3.19,65.02,83.12,3,3,1
58,7,2.57,70.95,98.08,2,2,1
58,8,2.79,73.76,90.53,1,2,1
58,9,2.4,82.69,94.98,3,2,1
58,10,3.24,68.01,89.18,3,2,1
58,11,3.42,72.98,78.36,2,2,1
58,12,3.45,58.69,81.29,3,3,1
59,1,0.67,67.59,99.01,5,2,0
59,2,0.04,74.65,98.85,5,3,0
59,3,0.11,67.34,95.8,5,1,0
59,4,0.81,72.66,95.0,5,1,0
59,5,0.36,75.14,100.0,5,1,0
59,6,0.36,69.76,90.84,4,3,0
59,7,0.46,69.9,99.47,5,2,0
59,8,0.54,74.75,94.6,5,1,0
59,9,0.28,69.88,100.0,6,3,0
59,10,0.52,72.07,95.66,6,2,0
59,11,0.62,74.64,92.87,6,2,0
59,12,0.91,71.78,95.2,4,2,0
60,1,0.14,70.64,91.77,5,1,0
60,2,0.4,72.62,86.27,5,3,0
60,3,0.41,69.7,93.5,6,3,0
60,4,0.35,66.15,87.83,6,2,0
60,5,0.56,78.75,88.62,5,3,0
60,6,1.05,73.43,93.08,5,2,0
60,7,0.58,70.73,82.29,6,2,0
60,8,0.51,64.42,91.25,5,3,0
60,9,0.88,73.13,93.82,6,1,0
60,10,0.83,68.77,94.66,5,2,0
60,11,0.18,71.53,95.28,4,3,0
60,12,0.06,71.51,86.72,5,1,0
61,1,0.76,73.99,92.43,6,1,0
61,2,0.6,76.63,96.4,5,2,0
61,3,0.82,71.75,92.06,6,3,0
61,4,0.43,69.7,91.11,5,2,0
61,5,0.46,76.98,88.07,4,3,0
61,6,0.9,73.29,93.89,6,3,0
61,7,0.75,69.82,96.67,5,2,0
61,8,0.0,74.25,91.65,6,3,0
61,9,0.33,75.55,89.59,4,2,0
61,10,0.52,72.14,92.1,4,1,0
61,11,0.07,77.45,91.0,6,1,0
61,12,0.13,75.47,95.36,4,3,0
62,1,0.3,74.97,98.95,4,1,0
62,2,0.42,74.28,93.33,5,2,0
62,3,0.97,74.07,98.95,4,2,0
62,4,0.16,72.45,94.09,4,3,0
62,5,0.59,74.3,98.21,4,2,0
62,6,0.61,73.09,96.38,5,3,0
62,7,0.92,72.94,96.24,5,1,0
62,8,0.44,81.08,100.0,4,3,0
62,9,0.42,70.2,93.43,5,2,0
62,10,1.03,80.36,91.72,5,3,0
62,11,0.56,79.21,98.04,6,2,0
62,12,0.88,70.83,97.85,4,1,0
63,1,0.7,80.31,86.42,6,2,0
63,2,1.25,75.68,84.75,6,1,0
63,3,0.71,77.54,89.05,5,2,0
63,4,0.12,80.81,81.79,4,2,0
63,5,0.61,74.98,86.67,4,2,0
63,6,0.13,73.48,91.3,5,3,0
63,7,0.85,79.8,89.34,4,1,0
63,8,0.37,77.53,84.97,5,2,0
63,9,0.61,79.01,85.97,4,2,0
63,10,0.46,85.37,86.3,4,1,0
63,11,0.61,82.17,80.95,4,3,0
63,12,0.65,74.55,84.44,6,3,0
64,1,0.56,77.2,90.94,5,1,0
64,2,0.74,77.3,88.54,6,2,0
64,3,0.23,83.58,94.67,6,3,0
64,4,0.54,78.65,93.93,6,1,0
64,5,0.97,73.81,89.85,6,3,0
64,6,0.0,74.98,90.61,6,2,0
64,7,0.0,76.58,85.2,5,1,0
64,8,0.42,79.25,94.33,6,1,0
64,9,0.22,79.47,96.36,4,1,0
64,10,0.71,76.87,95.15,6,2,0
64,11,0.54,77.48,94.53,6,1,0
64,12,0.72,75.62,93.27,5,2,0
65,1,0.24,88.11,90.97,5,3,0
65,2,1.18,92.19,88.86,5,2,0
65,3,1.09,87.7,84.92,5,1,0
65,4,0.18,87.93,88.66,5,3,0
65,5,0.92,82.4,83.33,5,2,0
65,6,0.46,79.67,89.86,4,1,0
65,7,0.19,92.69,84.54,4,3,0
65,8,0.99,78.75,83.9,5,1,0
65,9,0.34,86.41,88.72,5,1,0
65,10,0.52,87.05,85.95,5,2,0
65,11,0.5,84.89,88.36,5,2,0
65,12,0.49,93.83,91.88,5,2,0
66,1,0.48,72.22,94.88,5,3,0
66,2,1.04,73.67,89.44,4,2,0
66,3,0.53,75.33,87.55,6,2,0
66,4,0.71,73.93,89.74,4,3,0
66,5,0.58,69.56,93.17,4,2,0
66,6,1.01,81.25,91.03,6,1,0
66,7,0.65,82.96,97.34,5,2,0
66,8,0.38,73.14,88.69,4,1,0
66,9,0.21,70.53,94.33,6,1,0
66,10,0.63,78.6,89.06,5,3,0
66,11,0.75,75.58,84.73,5,3,0
66,12,0.76,74.8,90.08,6,3,0
67,1,1.41,67.35,89.4,2,1,1
67,2,1.97,63.11,86.7,2,3,1
67,3,2.45,69.01,78.46,3,2,1
67,4,2.8,63.85,79.59,3,3,1
67,5,2.09,64.44,87.04,1,2,1
67,6,2.57,67.69,81.73,3,3,1
67,7,3.12,55.72,79.38,3,2,1
67,8,3.03,67.29,81.4,1,3,1
67,9,2.71,64.21,81.89,3,1,1
67,10,2.44,60.78,79.72,1,3,1
67,11,3.21,64.85,82.15,1,1,1
67,12,2.77,63.5,72.0,1,1,1
68,1,2.09,82.73,92.55,3,3,1
68,2,1.6,83.09,100.0,3,3,1
68,3,2.66,71.5,90.91,1,2,1
68,4,2.12,78.37,92.35,3,2,1
68,5,1.74,74.74,92.16,2,2,1
68,6,2.19,69.45,91.92,3,3,1
68,7,2.42,80.56,97.6,3,3,1
68,8,3.21,78.5,84.08,2,2,1
68,9,2.82,80.52,95.89,2,3,1
68,10,3.3,67.9,92.59,3,1,1
68,11,3.32,72.5,83.89,3,2,1
68,12,3.47,71.84,74.8,2,2,1
69,1,0.33,65.48,95.92,6,2,0
69,2,1.12,69.46,98.08,6,1,0
69,3,0.17,72.46,93.33,6,3,0
69,4,0.29,69.98,96.04,5,3,0
69,5,0.76,65.86,100.0,5,1,0
69,6,0.59,65.73,96.41,4,2,0
69,7,1.04,64.27,90.97,5,1,0
69,8,0.54,62.81,96.42,5,2,0
69,9,0.52,68.73,93.84,5,1,0
69,10,0.48,66.61,95.53,6,2,0
69,11,0.1,73.57,93.35,5,1,0
69,12,0.5,74.25,92.09,6,3,0
70,1,0.22,67.9,88.1,5,2,0
70,2,0.33,77.89,82.45,4,2,0
70,3,0.67,66.61,88.8,5,1,0
70,4,0.78,75.19,90.1,4,2,0
70,5,1.19,63.93,90.33,4,2,0
70,6,0.84,66.51,88.58,4,3,0
70,7,0.42,71.65,85.13,4,1,0
70,8,0.39,65.32,88.83,4,3,0
70,9,0.26,63.08,88.23,5,2,0
70,10,0.56,72.62,88.76,4,3,0
70,11,0.47,71.51,87.7,4,2,0
70,12,0.25,64.36,87.61,5,3,0
71,1,0.25,87.54,81.58,6,2,0
71,2,0.31,84.93,86.44,6,1,0
71,3,0.84,81.51,87.42,6,2,0
71,4,0.23,82.5,85.66,6,2,0
71,5,0.41,82.67,89.18,5,1,0
71,6,0.32,87.62,84.92,6,2,0
71,7,0.33,86.18,87.2,4,2,0
71,8,0.54,84.52,79.95,6,2,0
71,9,0.26,80.25,86.17,4,2,0
71,10,0.46,89.3,88.53,6,2,0
71,11,0.81,87.98,82.78,6,3,0
71,12,0.75,83.67,91.63,5,3,0
72,1,0.1,77.54,88.94,6,1,0
72,2,1.04,81.8,88.21,6,3,0
72,3,0.87,80.92,91.28,6,2,0
72,4,0.41,80.43,88.0,6,3,0
72,5,0.52,77.44,84.51,6,2,0
72,6,0.74,76.13,89.59,4,2,0
72,7,0.47,77.22,84.8,5,2,0
72,8,0.53,74.65,88.54,4,1,0
72,9,0.45,76.27,91.65,4,1,0
72,10,1.01,81.66,87.62,4,2,0
72,11,0.2,84.0,83.7,5,1,0
72,12,0.41,81.57,91.05,4,3,0
73,1,2.1,79.44,82.26,2,2,1
73,2,1.42,75.4,83.63,2,3,1
73,3,2.01,76.73,79.82,1,2,1
73,4,2.4,78.01,78.7,1,2,1
73,5,2.21,74.3,76.35,1,3,1
73,6,2.84,76.29,88.83,3,2,1
73,7,2.47,82.49,77.97,2,3,1
73,8,2.82,70.1,81.54,1,2,1
73,9,3.26,71.94,78.1,1,3,1
73,10,2.31,74.13,75.62,3,2,1
73,11,3.55,69.28,71.71,3,3,1
73,12,3.0,72.15,68.39,3,3,1
74,1,0.68,80.11,93.48,5,2,0
74,2,0.54,72.7,86.63,5,3,0
74,3,0.64,74.73,90.75,6,1,0
74,4,0.23,78.87,88.4,4,2,0
74,5,0.68,75.28,90.57,5,1,0
74,6,0.43,76.97,93.58,4,1,0
74,7,0.53,86.89,88.79,6,2,0
74,8,0.97,74.88,87.11,4,2,0
74,9,0.2,83.97,87.42,5,2,0
74,10,0.6,74.4,91.79,4,3,0
74,11,0.77,81.17,89.9,5,1,0
74,12,1.06,86.45,90.29,5,1,0
75,1,0.85,71.04,91.34,5,2,0
75,2,0.34,65.24,90.76,5,2,0
75,3,0.37,73.85,91.12,6,3,0
75,4,0.4,73.03,87.84,4,3,0
75,5,0.74,73.03,91.56,5,2,0
75,6,0.08,70.45,84.92,4,3,0
75,7,0.39,63.87,92.34,6,2,0
75,8,0.28,65.76,96.01,4,2,0
75,9,0.56,63.49,92.59,4,1,0
75,10,0.07,69.09,91.3,5,1,0
75,11,0.27,67.86,97.58,5,3,0
75,12,0.99,67.77,87.29,4,2,0
76,1,0.43,75.03,92.26,6,2,0
76,2,0.3,83.36,88.48,6,3,0
76,3,0.46,71.27,83.76,6,3,0
76,4,0.5,72.54,85.66,5,2,0
76,5,0.72,67.06,86.98,4,2,0
76,6,0.64,65.41,89.73,4,3,0
76,7,0.76,75.28,89.65,5,2,0
76,8,0.89,70.38,88.45,5,2,0
76,9,0.39,72.48,87.81,4,3,0
76,10,0.31,77.95,84.06,6,1,0
76,11,0.4,71.66,87.08,4,1,0
76,12,1.26,69.27,87.52,4,2,0
77,1,1.67,74.53,73.98,2,2,1
77,2,2.14,55.22,80.56,2,2,1
77,3,2.33,70.49,71.95,3,2,1
77,4,2.17,74.97,80.54,2,2,1
77,5,1.51,70.9,73.79,2,2,1
77,6,2.48,70.82,73.3,2,1,1
77,7,2.31,53.03,73.39,3,1,1
77,8,3.07,64.66,74.12,3,1,1
77,9,2.74,56.98,76.82,1,1,1
77,10,2.67,56.74,76.25,1,2,1
77,11,3.11,60.58,78.63,1,3,1
77,12,3.37,55.55,67.97,2,2,1
78,1,0.59,64.4,97.5,4,2,0
78,2,0.89,77.79,86.96,5,1,0
78,3,0.25,74.29,90.99,4,3,0
78,4,0.0,69.78,87.0,5,3,0
78,5,0.62,69.31,89.68,4,2,0
78,6,0.73,79.65,89.13,5,2,0
78,7,0.63,65.15,93.1,6,3,0
78,8,0.44,75.99,88.6,5,2,0
78,9,0.38,75.2,91.87,5,3,0
78,10,0.35,81.52,92.58,5,3,0
78,11,0.0,69.44,89.99,6,2,0
78,12,0.69,78.26,91.54,5,2,0
79,1,0.0,67.91,96.42,4,1,0
79,2,1.03,71.12,94.5,4,2,0
79,3,0.8,74.08,99.15,5,1,0
79,4,0.11,71.64,96.52,6,1,0
79,5,0.58,76.85,92.09,6,2,0
79,6,0.8,68.19,86.77,6,3,0
79,7,0.21,68.17,97.9,4,2,0
79,8,0.49,66.33,96.18,4,3,0
79,9,0.56,77.37,92.46,6,2,0
79,10,0.51,78.27,90.38,5,3,0
79,11,0.64,73.57,92.22,5,1,0
79,12,0.56,76.64,94.57,4,3,0
80,1,1.25,66.28,91.62,3,3,1
80,2,1.92,63.42,91.97,2,1,1
80,3,2.22,62.9,81.37,1,3,1
80,4,1.97,65.06,91.22,3,2,1
80,5,2.09,73.6,86.46,1,2,1
80,6,2.42,65.84,88.0,1,1,1
80,7,2.47,68.45,86.18,2,2,1
80,8,2.76,58.35,93.58,2,2,1
80,9,2.49,56.95,90.96,3,2,1
80,10,3.31,57.93,77.16,2,3,1
80,11,2.75,52.9,87.93,1,1,1
80,12,2.77,62.92,87.39,2,3,1
81,1,0.17,78.09,81.32,4,2,0
81,2,0.2,73.14,83.45,5,1,0
81,3,0.32,77.67,86.62,6,2,0
81,4,0.56,84.96,86.74,5,1,0
81,5,0.69,71.73,84.1,6,2,0
81,6,0.48,77.78,82.58,6,3,0
81,7,0.77,78.24,85.6,6,1,0
81,8,0.99,77.7,87.06,5,2,0
81,9,0.27,78.08,77.15,6,3,0
81,10,0.9,76.03,82.4,6,3,0
81,11,0.5,80.14,82.94,4,3,0
81,12,0.0,74.42,81.93,5,3,0
82,1,0.64,71.31,84.06,4,2,0
82,2,0.48,79.27,87.02,6,1,0
82,3,0.58,69.98,85.51,4,1,0
82,4,0.32,71.62,84.73,4,2,0
82,5,0.0,70.54,85.14,4,2,0
82,6,0.55,77.15,80.77,5,2,0
82,7,0.77,72.1,87.85,6,2,0
82,8,0.95,59.98,89.76,5,1,0
82,9,0.01,74.43,86.02,4,1,0
82,10,0.03,72.46,86.17,4,3,0
82,11,0.25,77.35,93.52,5,3,0
82,12,0.43,68.81,84.26,4,1,0
83,1,1.09,80.87,91.83,5,3,0
83,2,0.37,77.19,86.33,4,3,0
83,3,0.15,74.55,99.27,4,3,0
83,4,0.49,74.65,89.94,5,1,0
83,5,0.25,77.44,92.67,6,1,0
83,6,0.6,76.6,85.44,6,3,0
83,7,0.88,71.91,93.51,5,3,0
83,8,0.28,74.7,90.73,6,2,0
83,9,0.65,75.66,94.97,6,1,0
83,10,0.56,80.12,92.34,5,3,0
83,11,0.25,81.59,91.47,6,1,0
83,12,0.23,74.37,93.38,6,3,0
84,1,0.89,67.47,94.17,3,1,1
84,2,1.91,61.78,77.71,1,3,1
84,3,1.14,68.34,80.22,3,2,1
84,4,1.71,68.66,90.2,2,1,1
84,5,2.56,61.7,85.81,3,3,1
84,6,3.01,64.16,82.34,2,1,1
84,7,2.22,69.06,80.12,3,3,1
84,8,3.18,70.88,72.58,2,2,1
84,9,2.46,60.09,77.5,2,1,1
84,10,2.45,60.32,72.81,2,3,1
84,11,2.58,51.92,83.83,3,3,1
84,12,2.91,59.26,69.63,1,2,1
85,1,1.49,80.33,76.61,3,3,1
85,2,1.43,76.56,89.8,3,3,1
85,3,1.76,70.63,88.68,3,1,1
85,4,2.54,82.18,77.65,1,2,1
85,5,2.44,74.75,74.51,3,1,1
85,6,2.6,86.13,82.96,1,2,1
85,7,2.68,87.76,71.79,1,3,1
85,8,2.67,65.39,81.26,2,1,1
85,9,2.13,77.18,74.25,3,3,1
85,10,2.93,66.5,84.38,2,1,1
85,11,2.94,72.82,87.19,1,2,1
85,12,3.3,69.31,82.4,2,2,1
86,1,0.19,71.38,93.62,5,3,0
86,2,0.44,87.36,90.07,4,1,0
86,3,0.63,74.04,91.32,4,3,0
86,4,0.45,78.97,89.94,5,3,0
86,5,0.38,72.52,96.19,5,1,0
86,6,0.46,77.05,96.92,6,3,0
86,7,0.23,78.78,90.27,5,3,0
86,8,0.87,76.86,98.41,6,1,0
86,9,0.36,69.42,95.28,6,1,0
86,10,0.32,86.84,97.69,6,1,0
86,11,0.46,78.38,94.12,5,2,0
86,12,0.38,73.5,100.0,4,1,0
87,1,0.08,83.05,87.53,5,1,0
87,2,0.51,81.18,91.96,5,2,0
87,3,0.4,78.29,93.64,4,1,0
87,4,0.14,80.6,87.63,4,3,0
87,5,0.83,78.81,89.8,5,3,0
87,6,1.02,75.94,83.72,6,2,0
87,7,0.67,81.6,83.97,4,3,0
87,8,0.27,83.32,92.19,5,1,0
87,9,0.84,80.07,93.58,4,1,0
87,10,0.59,83.26,84.65,4,2,0
87,11,0.01,77.27,91.29,4,1,0
87,12,0.74,80.16,91.77,4,3,0
88,1,0.29,81.06,80.41,4,3,0
88,2,0.55,73.73,89.67,4,2,0
88,3,0.56,78.06,88.56,6,1,0
88,4,0.81,80.08,85.82,4,1,0
88,5,0.14,81.42,84.3,5,1,0
88,6,0.67,81.96,85.11,6,1,0
88,7,0.64,79.14,81.2,4,3,0
88,8,0.78,83.8,86.8,4,3,0
88,9,0.0,79.11,86.19,6,2,0
88,10,0.58,80.08,88.31,4,1,0
88,11,0.27,80.05,85.25,6,1,0
88,12,0.81,89.87,94.86,4,3,0
89,1,0.9,64.24,98.09,6,3,0
89,2,0.62,73.17,91.83,6,3,0
89,3,0.65,65.77,94.39,6,1,0
89,4,0.31,69.79,92.43,4,3,0
89,5,0.23,69.93,94.23,4,1,0
89,6,0.48,71.83,88.15,5,1,0
89,7,0.37,65.26,95.26,6,1,0
89,8,0.3,67.72,86.62,4,3,0
89,9,0.71,64.42,97.05,5,1,0
89,10,0.02,72.56,92.64,5,1,0
89,11,1.02,65.94,91.54,5,1,0
89,12,0.46,66.9,91.27,4,3,0
90,1,0.06,65.71,94.62,6,3,0
90,2,0.54,70.69,91.53,4,2,0
90,3,0.72,73.5,92.72,5,2,0
90,4,0.5,77.04,91.79,6,3,0
90,5,0.91,67.44,88.45,6,3,0
90,6,0.32,72.92,89.51,5,1,0
90,7,0.16,66.53,86.11,5,2,0
90,8,0.75,74.48,85.92,5,2,0
90,9,0.38,66.05,85.95,5,2,0
90,10,0.35,78.72,87.5,6,3,0
90,11,0.55,75.03,92.09,5,2,0
90,12,0.0,76.28,91.58,4,3,0
91,1,1.33,58.52,88.37,1,2,1
91,2,1.51,64.36,87.42,2,2,1
91,3,1.98,76.33,81.2,2,1,1
91,4,2.03,70.0,93.25,1,3,1
91,5,1.97,61.24,84.62,2,3,1
91,6,2.91,65.34,87.62,3,3,1
91,7,2.08,62.9,83.75,2,1,1
91,8,3.0,61.57,82.97,2,1,1
91,9,2.93,64.03,85.71,3,2,1
91,10,1.95,64.49,74.16,3,2,1
91,11,2.65,64.08,86.38,3,3,1
91,12,3.59,55.25,80.16,1,2,1
92,1,0.55,68.14,89.5,5,3,0
92,2,0.62,62.32,86.71,6,2,0
92,3,0.59,65.66,84.98,5,2,0
92,4,0.22,67.0,91.35,4,3,0
92,5,0.88,71.26,90.53,5,3,0
92,6,0.58,67.79,88.38,6,1,0
92,7,0.86,72.51,84.73,6,2,0
92,8,0.31,70.36,86.49,5,1,0
92,9,0.52,67.94,95.32,5,2,0
92,10,0.86,68.25,87.34,6,2,0
92,11,0.8,70.17,88.24,4,3,0
92,12,0.41,70.24,91.21,4,2,0
93,1,1.71,77.57,83.35,1,1,1
93,2,1.98,70.27,87.33,1,2,1
93,3,1.4,72.87,86.54,1,3,1
93,4,2.3,71.9,79.18,1,2,1
93,5,2.66,70.5,78.33,2,3,1
93,6,1.98,66.32,82.55,1,2,1
93,7,2.56,65.52,78.59,1,2,1
93,8,2.82,70.9,77.16,2,1,1
93,9,2.33,55.41,75.3,1,3,1
93,10,2.95,65.03,85.27,1,1,1
93,11,3.1,56.06,72.27,1,2,1
93,12,2.76,62.04,84.56,1,2,1
94,1,0.0,72.48,99.43,6,2,0
94,2,0.41,76.13,95.53,4,2,0
94,3,0.23,74.31,85.49,6,3,0
94,4,0.38,84.99,96.67,6,1,0
94,5,0.14,81.22,88.67,5,3,0
94,6,0.32,73.44,93.12,4,1,0
94,7,0.48,69.98,94.17,4,2,0
94,8,0.21,77.03,93.53,4,2,0
94,9,0.67,80.25,92.54,6,3,0
94,10,0.36,76.28,87.18,5,1,0
94,11,0.97,78.63,90.85,5,2,0
94,12,0.49,76.34,93.76,6,2,0
95,1,0.0,78.31,91.07,4,1,0
95,2,0.27,78.93,97.28,5,2,0
95,3,0.95,83.2,90.51,6,2,0
95,4,0.6,69.72,99.54,5,3,0
95,5,0.34,79.3,91.43,5,2,0
95,6,0.57,80.02,89.55,6,1,0
95,7,0.51,85.09,89.38,5,3,0
95,8,0.69,81.21,92.44,5,3,0
95,9,0.09,75.1,84.76,6,3,0
95,10,0.41,78.53,90.91,4,3,0
95,11,0.0,81.08,92.67,6,2,0
95,12,1.04,80.28,94.32,6,2,0
96,1,0.76,72.19,93.8,5,2,0
96,2,0.74,77.9,97.02,5,1,0
96,3,0.18,78.47,94.34,6,3,0
96,4,0.0,70.58,88.68,6,2,0
96,5,0.35,74.74,93.29,4,3,0
96,6,0.32,74.56,93.88,6,3,0
96,7,0.82,73.77,97.94,6,3,0
96,8,0.89,75.66,91.19,5,1,0
96,9,0.68,80.92,95.23,5,1,0
96,10,0.35,70.11,93.46,6,2,0
96,11,0.83,66.5,98.49,6,2,0
96,12,0.84,73.8,93.06,5,2,0
97,1,0.41,74.57,85.82,4,3,0
97,2,0.89,77.28,87.82,5,3,0
97,3,0.67,82.16,93.22,6,1,0
97,4,0.6,83.06,91.1,6,1,0
97,5,0.16,76.25,90.26,5,2,0
97,6,0.22,81.19,87.44,5,3,0
97,7,0.18,81.09,93.64,5,2,0
97,8,0.81,77.14,89.48,5,2,0
97,9,0.55,88.32,93.26,4,3,0
97,10,0.59,84.0,89.63,4,1,0
97,11,0.17,74.7,84.49,4,2,0
97,12,0.68,81.52,93.06,4,1,0
98,1,0.13,71.52,84.18,4,1,0
98,2,0.62,66.79,82.57,6,1,0
98,3,0.74,63.63,80.57,4,2,0
98,4,0.36,64.11,82.76,6,2,0
98,5,0.41,71.93,81.32,6,1,0
98,6,0.4,68.68,80.26,5,2,0
98,7,0.0,75.19,82.31,4,1,0
98,8,0.62,75.71,83.94,5,3,0
98,9,0.52,76.25,78.2,5,3,0
98,10,0.64,74.23,82.48,4,3,0
98,11,0.81,72.47,82.77,6,2,0
98,12,0.66,63.53,84.73,5,2,0
99,1,0.5,75.33,85.93,5,1,0
99,2,0.0,85.46,88.97,4,2,0
99,3,0.4,85.5,88.31,4,2,0
99,4,0.0,80.08,86.09,6,1,0
99,5,0.39,79.55,88.73,6,2,0
99,6,0.61,79.93,90.45,6,3,0
99,7,0.78,75.5,88.8,4,2,0
99,8,0.35,88.89,89.87,6,2,0
99,9,0.51,86.69,88.92,4,3,0
99,10,0.94,75.61,88.58,6,3,0
99,11,0.38,81.18,82.79,5,2,0
99,12,0.33,85.05,87.09,6,2,0
100,1,0.12,69.18,90.53,5,3,0
100,2,0.54,69.43,89.79,6,1,0
100,3,0.71,77.26,91.04,6,1,0
100,4,0.82,74.1,90.19,4,1,0
100,5,0.52,68.4,90.33,5,1,0
100,6,0.2,72.34,85.38,5,3,0
100,7,1.0,70.14,84.84,5,3,0
100,8,0.75,71.2,86.78,4,3,0
100,9,0.71,69.77,88.77,6,3,0
100,10,0.5,74.45,84.37,4,3,0
100,11,0.68,71.62,90.65,5,3,0
100,12,0.42,77.89,91.73,6,3,0
101,1,0.67,78.58,97.44,4,3,0
101,2,0.58,77.84,93.56,4,2,0
101,3,0.37,77.55,92.25,4,3,0
101,4,0.3,78.72,98.87,6,3,0
101,5,0.75,84.54,95.72,4,2,0
101,6,0.64,75.24,95.51,6,1,0
101,7,0.15,78.76,89.75,4,1,0
101,8,0.3,78.35,95.59,5,1,0
101,9,0.24,84.34,92.57,6,2,0
101,10,0.33,77.06,92.56,4,1,0
101,11,0.11,83.76,96.52,4,2,0
101,12,0.99,80.49,92.34,5,2,0
102,1,2.05,71.16,85.09,2,1,1
102,2,1.55,66.29,83.02,2,1,1
102,3,1.86,75.86,78.17,3,1,1
102,4,1.49,63.63,86.65,2,1,1
102,5,2.2,71.6,84.74,3,1,1
102,6,2.43,61.13,81.13,3,2,1
102,7,2.62,66.68,77.24,1,2,1
102,8,2.76,75.0,81.55,1,1,1
102,9,2.31,62.13,80.23,2,2,1
102,10,2.23,66.57,82.09,2,2,1
102,11,3.39,67.05,86.86,3,3,1
102,12,3.5,63.0,87.56,2,1,1
103,1,2.28,68.67,89.94,3,3,1
103,2,2.38,60.78,89.38,2,2,1
103,3,2.28,70.74,84.04,2,3,1
103,4,1.88,63.73,82.6,2,1,1
103,5,2.49,58.39,77.8,1,3,1
103,6,2.1,63.92,86.03,2,2,1
103,7,2.28,69.86,90.84,3,3,1
103,8,2.84,74.32,92.31,1,2,1
103,9,3.37,76.76,79.27,3,3,1
103,10,3.28,68.58,79.21,2,2,1
103,11,2.56,55.9,80.19,3,2,1
103,12,3.33,64.8,78.07,2,2,1
104,1,1.41,72.67,100.0,3,1,1
104,2,1.98,72.77,92.8,1,1,1
104,3,1.59,62.42,90.22,1,1,1
104,4,1.63,58.47,91.48,2,3,1
104,5,1.85,68.97,100.0,3,1,1
104,6,2.07,65.66,94.29,1,1,1
104,7,3.11,65.15,91.43,2,2,1
104,8,2.56,61.69,90.61,3,1,1
104,9,2.39,60.34,96.3,1,2,1
104,10,3.39,60.19,94.31,1,2,1
104,11,3.22,55.29,88.5,1,2,1
104,12,3.75,56.73,89.34,3,3,1
105,1,0.34,76.36,83.78,6,1,0
105,2,0.86,73.36,80.08,6,2,0
105,3,1.17,83.93,90.22,5,1,0
105,4,0.63,78.72,85.76,5,3,0
105,5,0.8,73.79,83.79,5,3,0
105,6,0.49,76.28,76.41,4,3,0
105,7,0.84,73.73,84.24,5,3,0
105,8,0.61,75.22,85.7,4,1,0
105,9,0.4,69.55,81.13,4,2,0
105,10,0.41,76.62,78.52,6,3,0
105,11,0.58,82.42,83.48,4,2,0
105,12,0.37,75.93,81.5,5,2,0
106,1,1.83,73.51,94.19,2,1,1
106,2,2.02,76.05,95.46,1,3,1
106,3,2.29,71.93,100.0,1,3,1
106,4,1.49,69.24,88.52,1,1,1
106,5,2.68,68.74,84.53,3,1,1
106,6,1.93,65.0,94.97,1,3,1
